0,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9,Unnamed: 0
マツリダゴッホ,ダイワスカーレット,ウオッカ,デルタブルース,チョウサン,ハイアーゲーム,サンツェッペリン,フサイチパンドラ,ダイワメジャー,ロックドゥカンブ,ポップロック,ドリームパスポート,レゴラス,メイショウサムソン,インティライミ,コスモバルク,馬名
蛯名正義,安藤勝己,四位洋文,川田将雅,横山典弘,ルメール,北村宏司,藤田伸二,Ｍデムー,キネーン,ペリエ,高田潤,柴田善臣,武豊,福永祐一,松岡正海,騎手名
3,7,16,13,15,14,9,10,4,8,6,2,5,1,12,11,枠順
2:33.6,2:33.8,2:35.7,2:35.7,2:36.3,2:36.6,2:37.4,,2:34.2,2:34.3,2:34.5,2:34.8,2:35.1,2:35.2,2:35.3,2:35.6,走破タイム
52.3,8.1,6.9,59.6,71.1,94.1,111.1,---,15.2,7.5,5.0,20.5,137.6,2.4,27.4,87.6,オッズ
3-3-3-2,2-2-2-1,8-9-8-7,5-5-6-7,1-1-1-2,12-14-14-15,3-3-4-7,,8-7-8-4,10-9-8-11,7-7-6-5,15-15-15-11,12-12-12-7,11-11-11-11,12-12-12-14,6-6-4-5,通過順位
498(+12),486(+2),488(0),524(-2),494(0),524(+8),474(+2),計不,538(+10),508(+8),502(0),474(+4),510(0),520(+2),466(-6),510(0),馬体重
牡4,牝3,牝3,牡6,牡5,牡6,牡3,牝4,牡6,牡3,牡6,牡4,牡6,牡4,牡5,牡6,性齢
57,53,53,57,57,57,55,55,57,53,57,57,57,57,57,57,斤量
36.3,36.6,37.9,38.0,39.1,38.4,40.0,,36.4,36.5,36.9,36.3,37.0,37.2,37.2,38.1,上がり3ハロン
9,5,3,10,11,13,14,,6,4,2,7,15,1,8,12,人気
8,13,7,6,8,4,10,,14,13,7,6,24,10,6,20,芝適性
75,57,55,112,71,80,67,,48,74,104,71,68,82,80,60,距離適性
36,5,84,25,60,105,10,,10,45,76,104,47,24,48,6,脚質
78,52,54,83,89,60,45,,65,67,100,60,83,67,67,46,成長
45,43,69,43,74,75,41,,44,31,31,44,51,27,38,46,馬場適性
3.92,4.56,4.3,3.9,3.0,3.9,3.0,,4.27,3.25,3.75,3.91,3.5,4.14,3.5,3.59,総合評価
3.92,4.56,4.3,3.9,3.0,3.9,3.0,,4.27,3.25,3.75,3.91,3.5,4.14,3.5,3.59,実績評価
4.0,4.51,4.58,4.0,3.0,3.5,2.75,,4.35,3.25,3.25,3.44,2.75,4.24,3.3,3.45,ポテンシャル評価
"<a href=""/race/200705040911/"" title=""天皇賞(秋)(G1)"">天皇賞(秋)(G1)</a>","<a href=""/race/200708050411/"" title=""エリザベス女王杯(G1)"">エリザベス女王杯(G1)</a>","<a href=""/race/200705050810/"" title=""ジャパンC(G1)"">ジャパンC(G1)</a>","<a href=""/race/200705050810/"" title=""ジャパンC(G1)"">ジャパンC(G1)</a>","<a href=""/race/200705050810/"" title=""ジャパンC(G1)"">ジャパンC(G1)</a>","<a href=""/race/200709050311/"" title=""鳴尾記念(G3)"">鳴尾記念(G3)</a>","<a href=""/race/200708040711/"" title=""菊花賞(G1)"">菊花賞(G1)</a>",,"<a href=""/race/200708050611/"" title=""マイルチャンピオンS(G1)"">マイルチャンピオンS(G1)</a>","<a href=""/race/200708040711/"" title=""菊花賞(G1)"">菊花賞(G1)</a>","<a href=""/race/200705050810/"" title=""ジャパンC(G1)"">ジャパンC(G1)</a>","<a href=""/race/200705050810/"" title=""ジャパンC(G1)"">ジャパンC(G1)</a>","<a href=""/race/200705050710/"" title=""オリエンタル賞(1000万下)"">オリエンタル賞(1000万下)</a>","<a href=""/race/200705050810/"" title=""ジャパンC(G1)"">ジャパンC(G1)</a>","<a href=""/race/200705050810/"" title=""ジャパンC(G1)"">ジャパンC(G1)</a>","<a href=""/race/200705050810/"" title=""ジャパンC(G1)"">ジャパンC(G1)</a>",前走レース名
32.4,1.9,6.1,147.2,63.0,28.7,18.9,,3.8,3.5,10.5,16.0,4.3,1.8,7.4,110.1,前走オッズ
15,1,4,5,6,1,14,,1,3,2,14,5,3,10,13,前走成績
"<a href=""/race/200706040611/"" title=""産経賞オールカマー(G2)"">産経賞オールカマー(G2)</a>","<a href=""/race/200708040511/"" title=""秋華賞(G1)"">秋華賞(G1)</a>","<a href=""/race/200708050411/"" title=""エリザベス女王杯(G1)"">エリザベス女王杯(G1)</a>","<a href=""/race/200705040911/"" title=""天皇賞(秋)(G1)"">天皇賞(秋)(G1)</a>","<a href=""/race/200705040911/"" title=""天皇賞(秋)(G1)"">天皇賞(秋)(G1)</a>","<a href=""/race/200705050211/"" title=""アルゼンチン共和国杯(G2)"">アルゼンチン共和国杯(G2)</a>","<a href=""/race/200706040611/"" title=""産経賞オールカマー(G2)"">産経賞オールカマー(G2)</a>",,"<a href=""/race/200705040911/"" title=""天皇賞(秋)(G1)"">天皇賞(秋)(G1)</a>","<a href=""/race/200706040411/"" title=""セントライト記念(G2)"">セントライト記念(G2)</a>","<a href=""/race/200705040911/"" title=""天皇賞(秋)(G1)"">天皇賞(秋)(G1)</a>","<a href=""/race/200709010811/"" title=""阪神大賞典(G2)"">阪神大賞典(G2)</a>","<a href=""/race/200705040909/"" title=""精進湖特別(1000万下)"">精進湖特別(1000万下)</a>","<a href=""/race/200705040911/"" title=""天皇賞(秋)(G1)"">天皇賞(秋)(G1)</a>","<a href=""/race/200708040211/"" title=""京都大賞典(G2)"">京都大賞典(G2)</a>","<a href=""/race/200705040911/"" title=""天皇賞(秋)(G1)"">天皇賞(秋)(G1)</a>",2走前レース名
2.3,2.8,,48.0,17.1,12.8,5.3,,5.6,2.9,6.1,1.6,7.6,2.9,2.4,46.9,2走前オッズ
1,1,取,12,8,6,9,,9,1,4,2,3,1,1,5,2走前成績
"<a href=""/race/200701010809/"" title=""札幌記念(G2)"">札幌記念(G2)</a>","<a href=""/race/200709040311/"" title=""関西TVローズS(G2)"">関西TVローズS(G2)</a>","<a href=""/race/200708040511/"" title=""秋華賞(G1)"">秋華賞(G1)</a>","<a href=""/race/200708040211/"" title=""京都大賞典(G2)"">京都大賞典(G2)</a>","<a href=""/race/200705040211/"" title=""毎日王冠(G2)"">毎日王冠(G2)</a>","<a href=""/race/200708040211/"" title=""京都大賞典(G2)"">京都大賞典(G2)</a>","<a href=""/race/200705030410/"" title=""東京優駿(G1)"">東京優駿(G1)</a>",,"<a href=""/race/200705040211/"" title=""毎日王冠(G2)"">毎日王冠(G2)</a>","<a href=""/race/200703020611/"" title=""ラジオNIKKEI賞(G3)"">ラジオNIKKEI賞(G3)</a>","<a href=""/race/200708040211/"" title=""京都大賞典(G2)"">京都大賞典(G2)</a>","<a href=""/race/200606050809/"" title=""有馬記念(G1)"">有馬記念(G1)</a>","<a href=""/race/200702010711/"" title=""津軽海峡特別(1000万下)"">津軽海峡特別(1000万下)</a>","<a href=""/race/200709030411/"" title=""宝塚記念(G1)"">宝塚記念(G1)</a>","<a href=""/race/200709040111/"" title=""朝日チャレンジC(G3)"">朝日チャレンジC(G3)</a>","<a href=""/race/200735093010/"" title=""岩手県知事杯OROカ(G)"">岩手県知事杯OROカ(G)</a>",3走前レース名
4.2,1.6,2.7,13.3,44.4,49.9,33.0,,1.8,5.0,2.1,13.1,3.2,4.2,2.8,1.1,3走前オッズ
7,1,3,5,1,9,4,,3,1,2,4,5,2,1,1,3走前成績
